Chromosome	Range	SNPs	SNP_density	Missing	percent_missing	Missing_density	gene_density
10_76	1000000	109	0.000109	1	0.00917431192660551	1e-06	0
10_77	1000000	163	0.000163	0	0	0	0
10_78	1000000	221	0.000221	0	0	0	0
10_79	1000000	222	0.000222	0	0	0	0
10_80	1000000	272	0.000272	1	0.00367647058823529	1e-06	0
10_81	1000000	154	0.000154	1	0.00649350649350649	1e-06	0
10_82	1000000	234	0.000234	2	0.00854700854700855	2e-06	0
10_83	1000000	223	0.000223	0	0	0	0
10_84	1000000	195	0.000195	0	0	0	0
10_85	1000000	222	0.000222	0	0	0	0
10_86	1000000	187	0.000187	0	0	0	0
10_87	1000000	197	0.000197	2	0.0101522842639594	2e-06	0
10_88	1000000	174	0.000174	2	0.0114942528735632	2e-06	0
10_89	1000000	261	0.000261	6	0.0229885057471264	6e-06	0
10_90	1000000	282	0.000282	3	0.0106382978723404	3e-06	0
10_91	1000000	220	0.00022	1	0.00454545454545455	1e-06	0
10_92	1000000	198	0.000198	1	0.00505050505050505	1e-06	0
10_93	1000000	121	0.000121	0	0	0	0
10_94	1000000	150	0.00015	0	0	0	0
10_95	1000000	267	0.000267	0	0	0	0
10_96	1000000	278	0.000278	11	0.039568345323741	1.1e-05	0
10_97	1000000	218	0.000218	0	0	0	0
10_98	1000000	215	0.000215	2	0.00930232558139535	2e-06	0
10_99	1000000	184	0.000184	1	0.00543478260869565	1e-06	0
10_100	1000000	221	0.000221	1	0.00452488687782805	1e-06	0
10_101	1000000	246	0.000246	1	0.0040650406504065	1e-06	0
10_102	1000000	219	0.000219	1	0.0045662100456621	1e-06	0
10_103	1000000	106	0.000106	1	0.00943396226415094	1e-06	0
10_104	1000000	140	0.00014	2	0.0142857142857143	2e-06	0
10_105	1000000	188	0.000188	3	0.0159574468085106	3e-06	0
10_106	1000000	226	0.000226	1	0.00442477876106195	1e-06	0
10_107	1000000	163	0.000163	0	0	0	0
10_108	1000000	204	0.000204	1	0.00490196078431373	1e-06	0
10_109	1000000	216	0.000216	2	0.00925925925925926	2e-06	0
10_110	1000000	145	0.000145	0	0	0	0
10_111	1000000	109	0.000109	0	0	0	0
10_112	1000000	224	0.000224	2	0.00892857142857143	2e-06	0
10_113	1000000	187	0.000187	1	0.0053475935828877	1e-06	0
10_114	1000000	235	0.000235	1	0.00425531914893617	1e-06	0
10_115	1000000	302	0.000302	3	0.00993377483443709	3e-06	0
10_116	1000000	167	0.000167	0	0	0	0
10_117	1000000	185	0.000185	0	0	0	0
10_118	1000000	180	0.00018	1	0.00555555555555556	1e-06	0
10_119	1000000	271	0.000271	0	0	0	0
10_120	1000000	214	0.000214	1	0.00467289719626168	1e-06	0
10_121	1000000	231	0.000231	2	0.00865800865800866	2e-06	0
10_122	1000000	263	0.000263	0	0	0	0
10_123	1000000	344	0.000344	4	0.0116279069767442	4e-06	0
10_124	1000000	261	0.000261	2	0.00766283524904215	2e-06	0
10_125	1000000	302	0.000302	3	0.00993377483443709	3e-06	0
10_126	1000000	291	0.000291	1	0.00343642611683849	1e-06	0
10_127	1000000	277	0.000277	2	0.0072202166064982	2e-06	0
10_128	1000000	259	0.000259	1	0.00386100386100386	1e-06	0
10_129	1000000	382	0.000382	1	0.00261780104712042	1e-06	0
10_130	1000000	337	0.000337	1	0.0029673590504451	1e-06	0
10_131	1000000	251	0.000251	2	0.00796812749003984	2e-06	0
10_132	1000000	343	0.000343	1	0.00291545189504373	1e-06	0
10_133	1000000	266	0.000266	3	0.0112781954887218	3e-06	0
10_134	1000000	214	0.000214	1	0.00467289719626168	1e-06	0
10_135	534747	162	0.000302947001105196	2	0.0123456790123457	3.74008643339748e-06	0
11_0	1000000	236	0.000236	2	0.00847457627118644	2e-06	0.58903
11_1	1000000	221	0.000221	5	0.0226244343891403	5e-06	0.427998
11_2	1000000	592	0.000592	16	0.027027027027027	1.6e-05	0.595755
11_3	1000000	206	0.000206	1	0.00485436893203883	1e-06	0.556316
11_4	1000000	272	0.000272	1	0.00367647058823529	1e-06	0.269702
11_5	1000000	795	0.000795	11	0.0138364779874214	1.1e-05	0.171467
11_6	1000000	382	0.000382	4	0.0104712041884817	4e-06	0.320631
11_7	1000000	326	0.000326	0	0	0	0.558412
11_8	1000000	229	0.000229	3	0.0131004366812227	3e-06	0.701971
11_9	1000000	167	0.000167	1	0.00598802395209581	1e-06	0.720069
11_10	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.625788
11_11	1000000	376	0.000376	3	0.00797872340425532	3e-06	0.48821
11_12	1000000	348	0.000348	1	0.0028735632183908	1e-06	0.684551
11_13	1000000	210	0.00021	2	0.00952380952380952	2e-06	0.29269
11_14	1000000	126	0.000126	0	0	0	0.866344
11_15	1000000	177	0.000177	1	0.00564971751412429	1e-06	0.152466
11_16	1000000	139	0.000139	1	0.00719424460431655	1e-06	0.709681
11_17	1000000	514	0.000514	2	0.00389105058365759	2e-06	0.683193
11_18	1000000	219	0.000219	3	0.0136986301369863	3e-06	0.542166
11_19	1000000	307	0.000307	1	0.00325732899022801	1e-06	0.740853
11_20	1000000	340	0.00034	2	0.00588235294117647	2e-06	0.654892
11_21	1000000	317	0.000317	1	0.00315457413249211	1e-06	0.597232
11_22	1000000	185	0.000185	0	0	0	0.302562
11_23	1000000	192	0.000192	2	0.0104166666666667	2e-06	0.014647
11_24	1000000	241	0.000241	1	0.004149377593361	1e-06	0.481485
11_25	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.105626
11_26	1000000	228	0.000228	0	0	0	0.387907
11_27	1000000	195	0.000195	0	0	0	0.454521
11_28	1000000	78	7.8e-05	0	0	0	0.312841
11_29	1000000	134	0.000134	0	0	0	0.005744
11_30	1000000	153	0.000153	3	0.0196078431372549	3e-06	0.34344
11_31	1000000	120	0.00012	0	0	0	0.873487
11_32	1000000	175	0.000175	0	0	0	0.478222
11_33	1000000	169	0.000169	2	0.0118343195266272	2e-06	0.501888
11_34	1000000	273	0.000273	0	0	0	0.541889
11_35	1000000	305	0.000305	1	0.00327868852459016	1e-06	0.564308
11_36	1000000	281	0.000281	2	0.00711743772241993	2e-06	0.545425
11_37	1000000	159	0.000159	0	0	0	0.000846
11_38	1000000	125	0.000125	1	0.008	1e-06	0.001411
11_39	1000000	139	0.000139	0	0	0	0.001141
11_40	1000000	189	0.000189	1	0.00529100529100529	1e-06	0.865057
11_41	1000000	174	0.000174	1	0.00574712643678161	1e-06	0.484048
11_42	1000000	167	0.000167	2	0.0119760479041916	2e-06	0.065948
11_43	1000000	177	0.000177	0	0	0	0.40331
11_44	1000000	325	0.000325	0	0	0	0.500497
11_45	1000000	234	0.000234	2	0.00854700854700855	2e-06	0.357498
11_46	1000000	124	0.000124	1	0.00806451612903226	1e-06	0.775895
11_47	1000000	258	0.000258	7	0.0271317829457364	7e-06	0.724371
11_48	1000000	73	7.3e-05	2	0.0273972602739726	2e-06	0.228911
11_49	1000000	82	8.2e-05	4	0.0487804878048781	4e-06	0.477667
11_50	1000000	44	4.4e-05	1	0.0227272727272727	1e-06	0.054207
11_51	1000000	25	2.5e-05	0	0	0	0.010449
11_52	0	0	0	0	0	0	0
11_53	0	0	0	0	0	0	0
11_54	1000000	3	3e-06	0	0	0	0
11_55	1000000	165	0.000165	1	0.00606060606060606	1e-06	0.084817
11_56	1000000	191	0.000191	2	0.0104712041884817	2e-06	0.074339
11_57	1000000	280	0.00028	3	0.0107142857142857	3e-06	0.513561
11_58	1000000	137	0.000137	0	0	0	0.382716
11_59	1000000	133	0.000133	1	0.0075187969924812	1e-06	0.25832
11_60	1000000	233	0.000233	3	0.0128755364806867	3e-06	0.503808
11_61	1000000	260	0.00026	1	0.00384615384615385	1e-06	0.538756
11_62	1000000	200	0.0002	2	0.01	2e-06	0.623062
11_63	1000000	134	0.000134	4	0.0298507462686567	4e-06	0.631041
11_64	1000000	193	0.000193	2	0.0103626943005181	2e-06	0.595816
11_65	1000000	132	0.000132	3	0.0227272727272727	3e-06	0.564681
11_66	1000000	128	0.000128	2	0.015625	2e-06	0.666848
11_67	1000000	177	0.000177	6	0.0338983050847458	6e-06	0.546869
11_68	1000000	238	0.000238	4	0.0168067226890756	4e-06	0.540961
11_69	1000000	226	0.000226	2	0.00884955752212389	2e-06	0.168966
11_70	1000000	174	0.000174	2	0.0114942528735632	2e-06	0.81362
11_71	1000000	229	0.000229	7	0.0305676855895196	7e-06	0.488998
11_72	1000000	159	0.000159	0	0	0	0.712505
11_73	1000000	169	0.000169	2	0.0118343195266272	2e-06	0.803091
11_74	1000000	198	0.000198	1	0.00505050505050505	1e-06	0.537099
11_75	1000000	186	0.000186	2	0.010752688172043	2e-06	0.694287
11_76	1000000	213	0.000213	1	0.00469483568075117	1e-06	0.625617
11_77	1000000	117	0.000117	0	0	0	0.753503
11_78	1000000	223	0.000223	1	0.00448430493273543	1e-06	0.903444
11_79	1000000	238	0.000238	1	0.00420168067226891	1e-06	0.154042
11_80	1000000	230	0.00023	0	0	0	0.00056
11_81	1000000	257	0.000257	2	0.00778210116731518	2e-06	9.6e-05
11_82	1000000	177	0.000177	1	0.00564971751412429	1e-06	0.31924
11_83	1000000	181	0.000181	1	0.00552486187845304	1e-06	0.834272
11_84	1000000	196	0.000196	0	0	0	1
11_85	1000000	144	0.000144	0	0	0	0.696739
11_86	1000000	278	0.000278	4	0.0143884892086331	4e-06	0.648397
11_87	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.103437
11_88	1000000	248	0.000248	3	0.0120967741935484	3e-06	0.693533
11_89	1000000	97	9.7e-05	2	0.0206185567010309	2e-06	0.553575
11_90	1000000	150	0.00015	2	0.0133333333333333	2e-06	0.004454
11_91	1000000	149	0.000149	2	0.0134228187919463	2e-06	0.003736
11_92	1000000	169	0.000169	2	0.0118343195266272	2e-06	0.610855
11_93	1000000	158	0.000158	1	0.00632911392405063	1e-06	0.588427
11_94	1000000	227	0.000227	1	0.00440528634361234	1e-06	0.451251
11_95	1000000	287	0.000287	1	0.00348432055749129	1e-06	0.443868
11_96	1000000	133	0.000133	0	0	0	0.181204
11_97	1000000	188	0.000188	1	0.00531914893617021	1e-06	0
11_98	1000000	211	0.000211	1	0.004739336492891	1e-06	0.1111
11_99	1000000	362	0.000362	1	0.00276243093922652	1e-06	1
11_100	1000000	274	0.000274	2	0.0072992700729927	2e-06	0.634863
11_101	1000000	194	0.000194	1	0.00515463917525773	1e-06	0.334735
11_102	1000000	312	0.000312	4	0.0128205128205128	4e-06	0.459584
11_103	1000000	221	0.000221	0	0	0	0.574741
11_104	1000000	135	0.000135	2	0.0148148148148148	2e-06	0.149525
11_105	1000000	131	0.000131	0	0	0	0.436892
11_106	1000000	190	0.00019	0	0	0	0.346552
11_107	1000000	210	0.00021	0	0	0	0.490455
11_108	1000000	515	0.000515	5	0.00970873786407767	5e-06	0.705698
11_109	1000000	126	0.000126	0	0	0	0.047012
11_110	1000000	176	0.000176	1	0.00568181818181818	1e-06	0.336774
11_111	1000000	214	0.000214	3	0.014018691588785	3e-06	0.630978
11_112	1000000	181	0.000181	0	0	0	0.266887
11_113	1000000	327	0.000327	6	0.018348623853211	6e-06	0.546654
11_114	1000000	253	0.000253	0	0	0	0.259172
11_115	1000000	178	0.000178	0	0	0	0.336895
11_116	1000000	327	0.000327	3	0.00917431192660551	3e-06	0.308502
11_117	1000000	313	0.000313	2	0.00638977635782748	2e-06	0.832394
11_118	1000000	211	0.000211	2	0.00947867298578199	2e-06	0.595358
11_119	1000000	198	0.000198	3	0.0151515151515152	3e-06	0.428497
11_120	1000000	249	0.000249	2	0.00803212851405622	2e-06	0.693825
11_121	1000000	238	0.000238	1	0.00420168067226891	1e-06	0.334024
11_122	1000000	228	0.000228	0	0	0	0.414254
11_123	1000000	274	0.000274	1	0.00364963503649635	1e-06	0.24392
11_124	1000000	221	0.000221	0	0	0	0.365689
11_125	1000000	243	0.000243	0	0	0	0.591153
11_126	1000000	319	0.000319	2	0.00626959247648903	2e-06	0.779568
11_127	1000000	178	0.000178	0	0	0	0.000672
11_128	1000000	275	0.000275	0	0	0	0.485251
11_129	1000000	207	0.000207	0	0	0	0.382645
11_130	1000000	251	0.000251	1	0.00398406374501992	1e-06	0.324829
11_131	1000000	338	0.000338	1	0.0029585798816568	1e-06	0.75963
11_132	1000000	317	0.000317	0	0	0	0.921842
11_133	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.529227
11_134	1000000	315	0.000315	1	0.00317460317460317	1e-06	0.354158
12_0	1000000	212	0.000212	2	0.00943396226415094	2e-06	0.686814
12_1	1000000	224	0.000224	1	0.00446428571428571	1e-06	0.837854
12_2	1000000	268	0.000268	2	0.00746268656716418	2e-06	0.836333
12_3	1000000	325	0.000325	5	0.0153846153846154	5e-06	0.772103
12_4	1000000	340	0.00034	0	0	0	0.369924
12_5	1000000	362	0.000362	0	0	0	0.405062
12_6	1000000	641	0.000641	20	0.031201248049922	2e-05	0.664459
12_7	1000000	211	0.000211	0	0	0	0.462739
12_8	1000000	178	0.000178	5	0.0280898876404494	5e-06	0.395211
12_9	1000000	222	0.000222	2	0.00900900900900901	2e-06	0.534178
12_10	1000000	313	0.000313	4	0.012779552715655	4e-06	0.42969
12_11	1000000	190	0.00019	2	0.0105263157894737	2e-06	0.559255
12_12	1000000	285	0.000285	2	0.00701754385964912	2e-06	0.606441
12_13	1000000	297	0.000297	2	0.00673400673400673	2e-06	0.434976
12_14	1000000	175	0.000175	0	0	0	0.471155
12_15	1000000	188	0.000188	3	0.0159574468085106	3e-06	0.619024
12_16	1000000	196	0.000196	1	0.00510204081632653	1e-06	0.331108
12_17	1000000	148	0.000148	2	0.0135135135135135	2e-06	0.006156
12_18	1000000	190	0.00019	1	0.00526315789473684	1e-06	0.452153
12_19	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.330866
12_20	1000000	280	0.00028	2	0.00714285714285714	2e-06	0.495353
12_21	1000000	352	0.000352	5	0.0142045454545455	5e-06	0.620076
12_22	1000000	216	0.000216	1	0.00462962962962963	1e-06	0.414004
12_23	1000000	209	0.000209	1	0.00478468899521531	1e-06	0.31477
12_24	1000000	321	0.000321	0	0	0	0.771122
12_25	1000000	310	0.00031	1	0.0032258064516129	1e-06	0.515406
12_26	1000000	284	0.000284	4	0.0140845070422535	4e-06	0.667633
12_27	1000000	224	0.000224	1	0.00446428571428571	1e-06	0.638545
12_28	1000000	194	0.000194	1	0.00515463917525773	1e-06	0.308197
12_29	1000000	250	0.00025	0	0	0	0.543314
12_30	1000000	237	0.000237	0	0	0	0.184544
12_31	1000000	218	0.000218	0	0	0	0.609955
12_32	1000000	290	0.00029	3	0.0103448275862069	3e-06	0.599783
12_33	1000000	163	0.000163	0	0	0	0.116861
12_34	1000000	35	3.5e-05	0	0	0	0.040684
12_37	1000000	4	4e-06	0	0	0	0.008812
12_38	1000000	54	5.4e-05	1	0.0185185185185185	1e-06	0.027561
12_39	1000000	127	0.000127	1	0.0078740157480315	1e-06	0.461688
12_40	1000000	497	0.000497	7	0.0140845070422535	7e-06	0.777474
12_41	1000000	210	0.00021	0	0	0	0.766114
12_42	1000000	176	0.000176	1	0.00568181818181818	1e-06	0.416566
12_43	1000000	218	0.000218	0	0	0	0.227285
12_44	1000000	141	0.000141	2	0.0141843971631206	2e-06	0.739139
12_45	1000000	152	0.000152	2	0.0131578947368421	2e-06	0.635027
12_46	1000000	129	0.000129	0	0	0	0.572067
12_47	1000000	185	0.000185	1	0.00540540540540541	1e-06	0.304176
12_48	1000000	317	0.000317	3	0.00946372239747634	3e-06	0.389997
12_49	1000000	136	0.000136	4	0.0294117647058824	4e-06	0.584587
12_50	1000000	122	0.000122	2	0.0163934426229508	2e-06	0.707164
12_51	1000000	171	0.000171	0	0	0	0.733825
12_52	1000000	378	0.000378	9	0.0238095238095238	9e-06	0.560425
12_53	1000000	299	0.000299	7	0.0234113712374582	7e-06	0.590964
12_54	1000000	180	0.00018	0	0	0	0.446197
12_55	1000000	160	0.00016	0	0	0	0.093523
12_56	1000000	180	0.00018	3	0.0166666666666667	3e-06	0.641271
12_57	1000000	141	0.000141	2	0.0141843971631206	2e-06	0.5461
12_58	1000000	183	0.000183	2	0.0109289617486339	2e-06	0.35033
12_59	1000000	154	0.000154	0	0	0	0.267049
12_60	1000000	132	0.000132	0	0	0	0.190681
12_61	1000000	128	0.000128	1	0.0078125	1e-06	0.00201
12_62	1000000	174	0.000174	1	0.00574712643678161	1e-06	0.767634
12_63	1000000	246	0.000246	1	0.0040650406504065	1e-06	0.351385
12_64	1000000	136	0.000136	0	0	0	0.686292
12_65	1000000	125	0.000125	0	0	0	0.728791
12_66	1000000	198	0.000198	0	0	0	0.653938
12_67	1000000	247	0.000247	1	0.00404858299595142	1e-06	0.168343
12_68	1000000	294	0.000294	2	0.00680272108843537	2e-06	0.161952
12_69	1000000	204	0.000204	0	0	0	0.487472
12_70	1000000	265	0.000265	0	0	0	0.482407
12_71	1000000	234	0.000234	1	0.00427350427350427	1e-06	0.491665
12_72	1000000	187	0.000187	1	0.0053475935828877	1e-06	0.654959
12_73	1000000	124	0.000124	1	0.00806451612903226	1e-06	0.074292
12_74	1000000	127	0.000127	0	0	0	0.165289
12_75	1000000	162	0.000162	1	0.00617283950617284	1e-06	0.335237
12_76	1000000	216	0.000216	0	0	0	0.261303
12_77	1000000	182	0.000182	1	0.00549450549450549	1e-06	0.166951
12_78	1000000	235	0.000235	1	0.00425531914893617	1e-06	0.414899
12_79	1000000	138	0.000138	0	0	0	0.602863
12_80	1000000	148	0.000148	1	0.00675675675675676	1e-06	0.580108
12_81	1000000	187	0.000187	1	0.0053475935828877	1e-06	0.744812
12_82	1000000	138	0.000138	1	0.0072463768115942	1e-06	0.281557
12_83	1000000	189	0.000189	3	0.0158730158730159	3e-06	0.448054
12_84	1000000	128	0.000128	1	0.0078125	1e-06	0.001249
12_85	1000000	131	0.000131	0	0	0	0.305981
12_86	1000000	117	0.000117	1	0.00854700854700855	1e-06	0.668272
12_87	1000000	108	0.000108	0	0	0	0.245062
12_88	1000000	145	0.000145	0	0	0	0.313637
12_89	1000000	132	0.000132	0	0	0	0.138902
12_90	1000000	128	0.000128	0	0	0	0.058689
12_91	1000000	147	0.000147	1	0.00680272108843537	1e-06	0.128904
12_92	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.190539
12_93	1000000	172	0.000172	0	0	0	0.678777
12_94	1000000	292	0.000292	2	0.00684931506849315	2e-06	0.532835
12_95	1000000	245	0.000245	1	0.00408163265306122	1e-06	0.433452
12_96	1000000	285	0.000285	0	0	0	0.641509
12_97	1000000	236	0.000236	0	0	0	0.298496
12_98	1000000	197	0.000197	0	0	0	0.072155
12_99	1000000	191	0.000191	2	0.0104712041884817	2e-06	0.992571
12_100	1000000	155	0.000155	2	0.0129032258064516	2e-06	0.804015
12_101	1000000	266	0.000266	1	0.0037593984962406	1e-06	0.550494
12_102	1000000	193	0.000193	3	0.0155440414507772	3e-06	0.511018
12_103	1000000	627	0.000627	8	0.0127591706539075	8e-06	0.311425
12_104	1000000	316	0.000316	2	0.00632911392405063	2e-06	0.771774
12_105	1000000	235	0.000235	1	0.00425531914893617	1e-06	0.520806
12_106	1000000	231	0.000231	0	0	0	0.384146
12_107	1000000	170	0.00017	1	0.00588235294117647	1e-06	0.703499
12_108	1000000	206	0.000206	0	0	0	0.348382
12_109	1000000	191	0.000191	1	0.00523560209424084	1e-06	0.632689
12_110	1000000	129	0.000129	0	0	0	0.643385
12_111	1000000	113	0.000113	0	0	0	0.676185
12_112	1000000	111	0.000111	2	0.018018018018018	2e-06	0.773263
12_113	1000000	199	0.000199	0	0	0	0.556898
12_114	1000000	277	0.000277	0	0	0	0.239472
12_115	1000000	285	0.000285	0	0	0	0.01466
12_116	1000000	257	0.000257	0	0	0	0.324965
12_117	1000000	261	0.000261	2	0.00766283524904215	2e-06	0.662818
12_118	1000000	274	0.000274	4	0.0145985401459854	4e-06	0.764589
12_119	1000000	258	0.000258	3	0.0116279069767442	3e-06	0.424565
12_120	1000000	140	0.00014	1	0.00714285714285714	1e-06	0.673033
12_121	1000000	221	0.000221	3	0.0135746606334842	3e-06	0.631387
12_122	1000000	123	0.000123	1	0.00813008130081301	1e-06	0.682417
12_123	1000000	131	0.000131	0	0	0	0.690549
12_124	1000000	203	0.000203	0	0	0	0.92054
12_125	1000000	274	0.000274	0	0	0	0.484074
12_126	1000000	242	0.000242	0	0	0	0.201985
12_127	1000000	270	0.00027	0	0	0	0.088079
12_128	1000000	324	0.000324	2	0.00617283950617284	2e-06	0.335149
12_129	1000000	393	0.000393	0	0	0	0.811136
12_130	1000000	376	0.000376	3	0.00797872340425532	3e-06	0.564227
12_131	1000000	319	0.000319	0	0	0	0.295564
12_132	1000000	176	0.000176	3	0.0170454545454545	3e-06	0.438971
12_133	851895	162	0.000190164280809255	0	0	0	0.64968100528821
13_0	0	0	0	0	0	0	0
13_1	0	0	0	0	0	0	0
13_2	0	0	0	0	0	0	0
13_3	0	0	0	0	0	0	0
13_4	0	0	0	0	0	0	0
13_5	0	0	0	0	0	0	0
13_6	0	0	0	0	0	0	0
13_7	0	0	0	0	0	0	0
13_8	0	0	0	0	0	0	0
13_9	0	0	0	0	0	0	0
13_10	0	0	0	0	0	0	0
13_11	0	0	0	0	0	0	0
13_12	0	0	0	0	0	0	0
13_13	0	0	0	0	0	0	0
13_14	0	0	0	0	0	0	0
13_15	0	0	0	0	0	0	0
13_16	0	0	0	0	0	0	0
13_17	0	0	0	0	0	0	0
13_18	0	0	0	0	0	0	0
13_19	1000000	110	0.00011	5	0.0454545454545455	5e-06	0.350896
13_20	1000000	356	0.000356	2	0.00561797752808989	2e-06	0.510309
13_21	1000000	215	0.000215	2	0.00930232558139535	2e-06	0.674642
13_22	1000000	352	0.000352	2	0.00568181818181818	2e-06	0.251683
13_23	1000000	306	0.000306	0	0	0	0.259817
13_24	1000000	329	0.000329	2	0.0060790273556231	2e-06	0.513015
13_25	1000000	249	0.000249	7	0.0281124497991968	7e-06	0.491201
13_26	1000000	205	0.000205	1	0.0048780487804878	1e-06	0.803986
13_27	1000000	289	0.000289	2	0.0069204152249135	2e-06	0.253267
13_28	1000000	233	0.000233	2	0.00858369098712446	2e-06	0.558962
13_29	1000000	238	0.000238	1	0.00420168067226891	1e-06	0.51447
13_30	1000000	263	0.000263	1	0.00380228136882129	1e-06	0.424628
13_31	1000000	288	0.000288	2	0.00694444444444444	2e-06	0.41905
13_32	1000000	826	0.000826	14	0.0169491525423729	1.4e-05	0.566245
13_33	1000000	235	0.000235	1	0.00425531914893617	1e-06	0.775223
13_34	1000000	215	0.000215	0	0	0	0.399956
13_35	1000000	110	0.00011	1	0.00909090909090909	1e-06	0.688813
13_36	1000000	241	0.000241	0	0	0	0.809238
13_37	1000000	197	0.000197	1	0.0050761421319797	1e-06	0.24047
13_38	1000000	237	0.000237	2	0.00843881856540084	2e-06	0.393566
13_39	1000000	214	0.000214	2	0.00934579439252336	2e-06	0.388189
13_40	1000000	275	0.000275	0	0	0	0.425641
13_41	1000000	169	0.000169	2	0.0118343195266272	2e-06	0.575611
13_42	1000000	245	0.000245	3	0.0122448979591837	3e-06	0.673741
13_43	1000000	267	0.000267	0	0	0	0.459956
13_44	1000000	226	0.000226	1	0.00442477876106195	1e-06	0.472874
13_45	1000000	148	0.000148	3	0.0202702702702703	3e-06	0.512795
13_46	1000000	237	0.000237	0	0	0	0.534882
13_47	1000000	337	0.000337	1	0.0029673590504451	1e-06	0.303746
13_48	1000000	314	0.000314	5	0.0159235668789809	5e-06	0.247961
13_49	1000000	288	0.000288	5	0.0173611111111111	5e-06	0.52882
13_50	1000000	163	0.000163	3	0.0184049079754601	3e-06	0.462254
13_51	1000000	248	0.000248	0	0	0	0.509255
13_52	1000000	375	0.000375	6	0.016	6e-06	0.684396
13_53	1000000	193	0.000193	0	0	0	0.275263
13_54	1000000	198	0.000198	1	0.00505050505050505	1e-06	0.072334
13_55	1000000	164	0.000164	0	0	0	0.000755
13_56	1000000	101	0.000101	0	0	0	0.006532
13_57	1000000	87	8.7e-05	1	0.0114942528735632	1e-06	0.017958
13_58	1000000	124	0.000124	1	0.00806451612903226	1e-06	0.097349
13_59	1000000	206	0.000206	3	0.0145631067961165	3e-06	0.005677
13_60	1000000	154	0.000154	0	0	0	0.534803
13_61	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.155143
13_62	1000000	143	0.000143	0	0	0	0.00104
13_63	1000000	127	0.000127	2	0.015748031496063	2e-06	0
13_64	1000000	127	0.000127	3	0.0236220472440945	3e-06	0.008701
13_65	1000000	120	0.00012	1	0.00833333333333333	1e-06	0.033072
13_66	1000000	166	0.000166	0	0	0	0.125796
13_67	1000000	194	0.000194	2	0.0103092783505155	2e-06	0.805494
13_68	1000000	128	0.000128	0	0	0	0.006659
13_69	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.027037
13_70	1000000	213	0.000213	4	0.0187793427230047	4e-06	0.439161
13_71	1000000	239	0.000239	1	0.00418410041841004	1e-06	0.028195
13_72	1000000	200	0.0002	1	0.005	1e-06	0.429708
13_73	1000000	235	0.000235	2	0.00851063829787234	2e-06	0.329351
13_74	1000000	261	0.000261	0	0	0	0.489775
13_75	1000000	224	0.000224	2	0.00892857142857143	2e-06	0.159951
13_76	1000000	240	0.00024	0	0	0	0.377645
13_77	1000000	206	0.000206	3	0.0145631067961165	3e-06	0.336938
13_78	1000000	231	0.000231	1	0.00432900432900433	1e-06	0.745877
13_79	1000000	176	0.000176	2	0.0113636363636364	2e-06	0.380047
13_80	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.08369
13_81	1000000	145	0.000145	2	0.0137931034482759	2e-06	0.011226
13_82	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.001185
13_83	1000000	140	0.00014	1	0.00714285714285714	1e-06	0.001836
13_84	1000000	134	0.000134	0	0	0	0.291317
13_85	1000000	192	0.000192	0	0	0	0.199632
13_86	1000000	150	0.00015	2	0.0133333333333333	2e-06	0.127908
13_87	1000000	110	0.00011	0	0	0	0.000785
13_88	1000000	118	0.000118	0	0	0	0.239651
13_89	1000000	126	0.000126	2	0.0158730158730159	2e-06	0.006909
13_90	1000000	210	0.00021	3	0.0142857142857143	3e-06	0.084119
13_91	1000000	169	0.000169	1	0.00591715976331361	1e-06	0.12054
13_92	1000000	187	0.000187	0	0	0	0.955822
13_93	1000000	206	0.000206	0	0	0	0.640413
13_94	1000000	205	0.000205	0	0	0	1
13_95	1000000	420	0.00042	4	0.00952380952380952	4e-06	0.4428
13_96	1000000	156	0.000156	0	0	0	0.841843
13_97	1000000	182	0.000182	0	0	0	0.674314
13_98	1000000	225	0.000225	1	0.00444444444444444	1e-06	0.356866
13_99	1000000	282	0.000282	2	0.00709219858156028	2e-06	0.744887
13_100	1000000	232	0.000232	0	0	0	0.666631
13_101	1000000	294	0.000294	0	0	0	0.95362
13_102	1000000	270	0.00027	2	0.00740740740740741	2e-06	0.959438
13_103	1000000	344	0.000344	0	0	0	0.313022
13_104	1000000	255	0.000255	2	0.00784313725490196	2e-06	0.001549
13_105	1000000	268	0.000268	4	0.0149253731343284	4e-06	0.000825
13_106	1000000	314	0.000314	1	0.00318471337579618	1e-06	0.101553
13_107	1000000	254	0.000254	1	0.00393700787401575	1e-06	0.29255
13_108	1000000	286	0.000286	0	0	0	0.585084
13_109	1000000	297	0.000297	1	0.00336700336700337	1e-06	0.613371
13_110	1000000	339	0.000339	0	0	0	0.231613
13_111	1000000	283	0.000283	2	0.00706713780918728	2e-06	0.588889
13_112	1000000	249	0.000249	0	0	0	0.01076
13_113	1000000	268	0.000268	2	0.00746268656716418	2e-06	0.782891
13_114	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.513302
